OCCUPATION_TYPE;EXT_SOURCE_3;AMT_REQ_CREDIT_BUREAU_HOUR;AMT_REQ_CREDIT_BUREAU_DAY;AMT_REQ_CREDIT_BUREAU_WEEK;AMT_REQ_CREDIT_BUREAU_MON;AMT_REQ_CREDIT_BUREAU_QRT;AMT_REQ_CREDIT_BUREAU_YEAR;NAME_TYPE_SUITE;OBS_30_CNT_SOCIAL_CIRCLE;DEF_30_CNT_SOCIAL_CIRCLE;OBS_60_CNT_SOCIAL_CIRCLE;DEF_60_CNT_SOCIAL_CIRCLE;EXT_SOURCE_2;AMT_GOODS_PRICE;AMT_ANNUITY;CNT_FAM_MEMBERS;DAYS_LAST_PHONE_CHANGE;CNT_CHILDREN;FLAG_DOCUMENT_8;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_CAR;FLAG_DOCUMENT_2;FLAG_DOCUMENT_3;FLAG_DOCUMENT_4;FLAG_DOCUMENT_5;FLAG_DOCUMENT_6;FLAG_DOCUMENT_7;FLAG_DOCUMENT_9;FLAG_DOCUMENT_21;FLAG_DOCUMENT_10;FLAG_DOCUMENT_11;FLAG_OWN_REALTY;FLAG_DOCUMENT_13;FLAG_DOCUMENT_14;FLAG_DOCUMENT_15;FLAG_DOCUMENT_16;FLAG_DOCUMENT_17;FLAG_DOCUMENT_18;FLAG_DOCUMENT_19;FLAG_DOCUMENT_20;FLAG_DOCUMENT_12;AMT_CREDIT;AMT_INCOME_TOTAL;FLAG_PHONE;LIVE_CITY_NOT_WORK_CITY;REG_CITY_NOT_WORK_CITY;TARGET;REG_CITY_NOT_LIVE_CITY;LIVE_REGION_NOT_WORK_REGION;REG_REGION_NOT_WORK_REGION;REG_REGION_NOT_LIVE_REGION;HOUR_APPR_PROCESS_START;WEEKDAY_APPR_PROCESS_START;REGION_RATING_CLIENT_W_CITY;REGION_RATING_CLIENT;FLAG_EMAIL;FLAG_CONT_MOBILE;ORGANIZATION_TYPE;FLAG_WORK_PHONE;FLAG_EMP_PHONE;FLAG_MOBIL;DAYS_ID_PUBLISH;DAYS_REGISTRATION;DAYS_EMPLOYED;DAYS_BIRTH;REGION_POPULATION_RELATIVE;NAME_HOUSING_TYPE;NAME_FAMILY_STATUS;NAME_EDUCATION_TYPE;NAME_INCOME_TYPE;SK_ID_CURR;AGE
Sales staff;0.4974688893052743;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.2024861891274477;675000.0;36328.5;3.0;-658.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;755190.0;157500.0;1;1;1;0;0;0;0;0;13;SATURDAY;2;2;0;1;Business Entity;1;1;1;-4105;-2561.0;-3134.0;-15266;0.031329;House / apartment;Married;Higher education;Commercial associate;104751;41
Private service staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;2.0;Family;0.0;0.0;0.0;0.0;0.5753692372088715;135000.0;8901.0;2.0;-655.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;152820.0;180000.0;0;0;0;0;0;0;0;0;7;WEDNESDAY;2;3;0;1;Business Entity;1;1;1;-3904;-2689.0;-830.0;-11775;0.020713;Municipal apartment;Married;Secondary / secondary special;Working;230966;32
Unknown;0.2405414172860865;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7076287543105753;450000.0;22977.0;2.0;-1965.0;1;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;450000.0;225000.0;1;1;1;0;0;0;0;0;19;SUNDAY;2;2;0;1;Business Entity;0;1;1;-4456;-2737.0;-539.0;-15769;0.035792;House / apartment;Single / not married;Secondary / secondary special;Working;228775;43
Unknown;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.2192504420274527;270000.0;19030.5;2.0;-1003.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;312768.0;94500.0;0;0;0;0;0;0;0;0;6;THURSDAY;3;3;0;1;Government;1;1;1;-4626;-10075.0;-1941.0;-16403;0.008068;House / apartment;Married;Secondary / secondary special;Working;290324;44
Low-skill Laborers;0.3360615207658242;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.2858978721410488;225000.0;16326.0;2.0;-1969.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;284400.0;112500.0;0;0;0;0;0;0;0;0;10;MONDAY;2;2;0;1;Trade;0;1;1;-4099;-2070.0;-2786.0;-20704;0.018634;House / apartment;Married;Secondary / secondary special;Working;432048;56
Unknown;0.6430255641096323;0.0;0.0;0.0;1.0;0.0;2.0;Unaccompanied;5.0;0.0;5.0;0.0;0.5337740579830904;463500.0;18040.5;2.0;-2634.0;0;0;Cash loans;F;N;0;0;0;0;1;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;555273.0;202500.0;1;0;0;0;0;0;0;0;9;THURSDAY;2;2;0;1;Unknown;0;0;1;-4679;-9571.0;-1681.0;-21880;0.018801;House / apartment;Married;Secondary / secondary special;Pensioner;212292;59
Managers;0.4543210601605785;0.0;0.0;0.0;1.0;0.0;2.0;Unaccompanied;1.0;0.0;1.0;0.0;0.5861928491540385;855000.0;29947.5;4.0;-1387.0;2;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1024290.0;315000.0;0;0;0;0;0;0;0;0;11;WEDNESDAY;2;2;0;1;Self-employed;0;1;1;-2574;-8247.0;-6190.0;-19307;0.031329;House / apartment;Married;Higher education;Commercial associate;291278;52
Security staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6099575989492284;450000.0;31153.5;2.0;0.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;592560.0;189000.0;0;0;1;0;1;0;0;0;8;FRIDAY;2;2;0;1;Police;0;1;1;-1800;-3343.0;-1604.0;-10106;0.006629;House / apartment;Married;Secondary / secondary special;Commercial associate;302674;27
Laborers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6276888702558343;355500.0;34150.5;2.0;-2981.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;430582.5;112500.0;0;1;1;0;1;0;0;0;16;TUESDAY;2;2;0;1;Business Entity;0;1;1;-1307;-9160.0;-808.0;-21215;0.031329;House / apartment;Married;Secondary / secondary special;Working;378637;58
Laborers;0.5673792367572691;0.0;0.0;0.0;0.0;1.0;3.0;Unaccompanied;1.0;1.0;1.0;0.0;0.5826131760300148;598500.0;29623.5;4.0;-64.0;2;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;669600.0;202500.0;0;0;0;0;0;0;0;0;14;FRIDAY;2;2;0;1;Industry;0;1;1;-3017;-2779.0;-3466.0;-15676;0.025164;Co-op apartment;Married;Higher education;Working;296819;42
Unknown;0.6479768603302221;0.0;0.0;0.0;0.0;1.0;3.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6471131568167311;202500.0;10125.0;2.0;0.0;0;0;Revolving loans;F;N;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;202500.0;247500.0;0;1;0;0;1;0;0;0;11;MONDAY;2;2;0;1;Business Entity;0;1;1;-1519;-2243.0;-1866.0;-11749;0.018634;With parents;Married;Secondary / secondary special;Working;360720;32
Drivers;0.5585066276769286;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3831336721851414;1125000.0;32895.0;2.0;-911.0;0;1;Cash loans;M;Y;0;0;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;1125000.0;135000.0;1;1;1;0;1;1;1;0;10;WEDNESDAY;2;2;0;1;Business Entity;1;1;1;-4637;-10075.0;-430.0;-16101;0.0084739999999999;House / apartment;Married;Secondary / secondary special;Working;263179;44
Core staff;0.4101025731788671;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3948950044972873;270000.0;13500.0;1.0;-641.0;0;0;Revolving loans;F;N;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;270000.0;126000.0;0;0;1;0;1;0;1;1;12;THURSDAY;2;2;0;1;Trade;0;1;1;-532;-436.0;-734.0;-7913;0.035792;With parents;Single / not married;Incomplete higher;Working;430588;21
Unknown;0.4992720153045617;0.0;0.0;0.0;1.0;0.0;2.0;Family;0.0;0.0;0.0;0.0;0.6624347485948505;202500.0;20155.5;3.0;-1568.0;1;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;202500.0;202500.0;0;0;0;0;0;0;0;0;15;THURSDAY;2;2;0;1;Unknown;0;0;1;-4052;-2043.0;-1681.0;-24228;0.0060079999999999;House / apartment;Married;Secondary / secondary special;Pensioner;335486;66
Managers;0.8224987619370829;0.0;0.0;0.0;0.0;0.0;0.0;Family;1.0;0.0;1.0;0.0;0.7002506250119208;225000.0;11250.0;1.0;-327.0;0;0;Revolving loans;F;N;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;225000.0;144000.0;1;0;0;0;0;0;0;0;19;MONDAY;2;2;0;1;Business Entity;1;1;1;-4355;-7241.0;-3513.0;-21096;0.0060079999999999;House / apartment;Single / not married;Higher education;Working;124659;57
Managers;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;1.0;0.0;1.0;0.0;0.1292076478463849;1984500.0;108927.0;2.0;-3.0;0;1;Cash loans;M;Y;0;0;0;0;0;0;0;0;0;0;N;1;0;0;0;0;0;0;0;0;2141671.5;315000.0;1;0;0;0;0;0;0;0;12;TUESDAY;1;1;0;1;Business Entity;0;1;1;-168;-1318.0;-1563.0;-9547;0.072508;Municipal apartment;Married;Incomplete higher;Commercial associate;349820;26
Unknown;0.6754132910917112;0.0;0.0;0.0;1.0;0.0;3.0;Unaccompanied;1.0;0.0;1.0;0.0;0.4804185498519857;477000.0;29439.0;2.0;0.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;552555.0;157500.0;0;0;0;0;0;0;0;0;6;MONDAY;3;3;0;1;Unknown;0;0;1;-4722;-3546.0;-1681.0;-22959;0.020246;House / apartment;Married;Secondary / secondary special;Pensioner;137044;62
Unknown;0.4101025731788671;0.0;0.0;0.0;0.0;2.0;5.0;Unaccompanied;0.0;0.0;0.0;0.0;0.1942664499695638;67500.0;6871.5;2.0;-641.0;0;1;Cash loans;M;Y;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;85320.0;265500.0;0;0;0;0;0;0;0;0;16;MONDAY;2;2;0;1;Industry;0;1;1;-2915;-2866.0;-2783.0;-19368;0.031329;House / apartment;Married;Secondary / secondary special;Working;324533;53
Laborers;0.1895952597360396;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5431103863150705;319500.0;25195.5;1.0;-13.0;0;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;386977.5;135000.0;0;1;1;0;0;0;0;0;17;THURSDAY;2;2;0;1;Business Entity;0;1;1;-1556;-6543.0;-1201.0;-8904;0.00496;House / apartment;Single / not married;Higher education;Working;150373;24
Cooking staff;0.6894791426446275;0.0;0.0;0.0;0.0;0.0;6.0;Unaccompanied;0.0;0.0;0.0;0.0;0.4702915394735486;270000.0;13500.0;2.0;-350.0;0;0;Revolving loans;F;N;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;270000.0;90000.0;0;0;0;0;0;0;0;0;10;TUESDAY;2;2;0;1;Self-employed;0;1;1;-3037;-9974.0;-487.0;-19887;0.009549;House / apartment;Married;Secondary / secondary special;Working;272414;54
Unknown;0.7726311345553628;0.0;0.0;0.0;0.0;0.0;1.0;Family;3.0;0.0;3.0;0.0;0.5992046810801049;144000.0;15084.0;2.0;-2228.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;153504.0;103500.0;0;0;0;0;0;0;0;0;9;MONDAY;2;2;0;1;Unknown;0;0;1;-4261;-5522.0;-1681.0;-22105;0.01885;House / apartment;Married;Secondary / secondary special;Pensioner;415132;60
Unknown;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;3.0;Family;0.0;0.0;0.0;0.0;0.6454284843078232;787500.0;37458.0;1.0;-522.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;881055.0;112500.0;0;0;0;0;0;0;0;0;10;FRIDAY;2;2;0;1;Other;0;1;1;-4064;-8382.0;-2773.0;-15896;0.019101;House / apartment;Separated;Secondary / secondary special;Working;219684;43
Unknown;0.3328505641648731;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.2650816394136861;450000.0;38263.5;2.0;-207.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;485640.0;427500.0;0;0;0;0;0;0;0;0;12;WEDNESDAY;2;2;0;1;Unknown;0;0;1;-3614;-3614.0;-1681.0;-22083;0.0072739999999999;House / apartment;Married;Secondary / secondary special;Pensioner;217542;60
Unknown;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;1.0;1.0;1.0;1.0;0.5107700017316918;454500.0;21541.5;2.0;-2089.0;0;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;508495.5;112500.0;1;0;0;0;0;0;0;0;10;TUESDAY;1;2;0;1;Unknown;0;0;1;-4032;-9464.0;-1681.0;-22885;0.010006;Municipal apartment;Married;Secondary / secondary special;Pensioner;275489;62
Accountants;0.5226973172821112;0.0;0.0;0.0;0.0;1.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6098587469004509;720000.0;32076.0;2.0;-1924.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;805536.0;360000.0;1;0;0;0;0;0;0;0;14;THURSDAY;1;3;0;1;Transport;1;1;1;-1715;-9900.0;-2499.0;-18255;0.020713;House / apartment;Married;Secondary / secondary special;Working;382094;50
Drivers;0.4632753280912678;0.0;0.0;0.0;1.0;0.0;2.0;Unaccompanied;4.0;0.0;4.0;0.0;0.1920173211502872;225000.0;12334.5;3.0;-615.0;1;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;225000.0;90000.0;0;1;1;0;0;0;0;0;15;FRIDAY;2;2;0;1;Self-employed;0;1;1;-646;-7274.0;-7694.0;-17112;0.0145199999999999;With parents;Married;Secondary / secondary special;Working;210876;46
Unknown;0.5298898341969072;0.0;0.0;0.0;0.0;0.0;0.0;Family;0.0;0.0;0.0;0.0;0.5618368260015718;675000.0;29839.5;4.0;-530.0;2;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;808650.0;171000.0;0;0;0;0;0;0;0;0;17;FRIDAY;2;2;0;1;Business Entity;0;1;1;-5006;-7143.0;-1611.0;-14401;0.018634;House / apartment;Married;Secondary / secondary special;Working;266737;39
Laborers;0.6674577419214722;0.0;0.0;0.0;1.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5613953483321269;675000.0;23773.5;1.0;-1541.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;808650.0;135000.0;0;0;0;0;0;0;0;0;15;THURSDAY;2;2;0;1;Industry;0;1;1;-3306;-4670.0;-5642.0;-22906;0.01885;House / apartment;Separated;Secondary / secondary special;Working;104786;62
Core staff;0.6041125998015721;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.585747206032031;900000.0;34411.5;2.0;0.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;900000.0;202500.0;0;0;0;0;0;0;0;0;8;THURSDAY;3;3;0;1;Bank;0;1;1;-1791;-64.0;-970.0;-9426;0.001333;House / apartment;Married;Higher education;Commercial associate;266257;25
Unknown;0.5814837058057234;0.0;0.0;0.0;0.0;1.0;1.0;Family;0.0;0.0;0.0;0.0;0.7354236791817218;450000.0;36589.5;2.0;-802.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;525735.0;225000.0;1;0;0;0;0;0;0;0;12;THURSDAY;1;1;0;1;Unknown;0;0;1;-1226;-1217.0;-1681.0;-21196;0.072508;House / apartment;Married;Higher education;Pensioner;342530;58
Laborers;0.2866524828090694;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;1.0;0.0;1.0;0.0;0.6911217307011134;180000.0;9000.0;3.0;-580.0;1;0;Revolving loans;M;Y;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;180000.0;90000.0;0;1;1;0;0;0;0;0;17;THURSDAY;2;2;0;1;Industry;0;1;1;-3447;-2576.0;-3241.0;-11130;0.009175;House / apartment;Married;Secondary / secondary special;Working;449613;30
Medicine staff;0.7121551551910698;0.0;0.0;0.0;0.0;0.0;5.0;Family;1.0;0.0;1.0;0.0;0.5048454013421076;418500.0;25726.5;1.0;-150.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;501363.0;126000.0;0;0;0;1;0;0;0;0;15;FRIDAY;2;2;0;1;Medicine;0;1;1;-2190;-497.0;-344.0;-18781;0.00702;House / apartment;Separated;Secondary / secondary special;Working;177000;51
Managers;0.5190973382084597;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3280472237021541;450000.0;50269.5;2.0;-727.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;473760.0;225000.0;0;0;1;0;1;0;1;1;15;FRIDAY;2;2;0;1;Business Entity;1;1;1;-1712;-971.0;-3409.0;-13522;0.010276;House / apartment;Married;Higher education;Commercial associate;195474;37
Managers;0.5884877883422673;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.7807109587671263;922500.0;34209.0;2.0;-650.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1056447.0;135000.0;1;0;0;0;0;0;0;0;14;THURSDAY;2;2;0;1;Business Entity;0;1;1;-503;-7863.0;-250.0;-16964;0.006233;House / apartment;Married;Secondary / secondary special;Commercial associate;349569;46
Cooking staff;0.324891229465852;0.0;1.0;0.0;0.0;0.0;0.0;Unaccompanied;0.0;0.0;0.0;0.0;0.1762500689074006;900000.0;57001.5;4.0;0.0;2;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;1113840.0;148500.0;0;0;0;0;0;0;0;0;15;TUESDAY;2;2;0;1;Restaurant;0;1;1;-3156;-2156.0;-504.0;-10479;0.006233;Municipal apartment;Married;Secondary / secondary special;Working;268212;28
Laborers;0.1604889306273446;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;0.0;0.0;0.0;0.0;0.4474520339779709;450000.0;35554.5;3.0;-475.0;1;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;450000.0;270000.0;1;1;1;0;0;1;1;0;10;TUESDAY;2;2;0;1;Business Entity;1;1;1;-3403;-582.0;-676.0;-11134;0.008625;House / apartment;Married;Secondary / secondary special;Working;337656;30
Laborers;0.5937175866150576;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;5.0;0.0;5.0;0.0;0.4763042542393578;238500.0;16627.5;3.0;0.0;1;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;339241.5;112500.0;0;0;0;0;0;0;0;0;9;TUESDAY;2;2;0;1;Business Entity;0;1;1;-1121;-4970.0;-1577.0;-16371;0.010032;House / apartment;Married;Incomplete higher;Working;200579;44
Unknown;0.2807895743848605;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;1.0;0.0;1.0;0.0;0.5700125947619713;504000.0;22329.0;1.0;-2573.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;504000.0;112500.0;0;0;0;0;0;0;0;0;15;TUESDAY;2;2;0;1;University;0;1;1;-4864;-3000.0;-4738.0;-16118;0.028663;House / apartment;Single / not married;Higher education;Working;295547;44
Laborers;0.4884551844437485;0.0;0.0;0.0;0.0;0.0;6.0;Unaccompanied;0.0;0.0;0.0;0.0;0.5408793462691088;225000.0;25321.5;2.0;-695.0;0;1;Cash loans;M;Y;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;254700.0;315000.0;0;0;0;0;0;0;0;0;10;SATURDAY;2;2;0;1;Business Entity;0;1;1;-5049;-5475.0;-5917.0;-24000;0.0072739999999999;House / apartment;Married;Secondary / secondary special;Commercial associate;129618;65
Unknown;0.2896112383820055;0.0;0.0;0.0;0.0;0.0;4.0;Unaccompanied;0.0;0.0;0.0;0.0;0.322833889953666;405000.0;15795.0;1.0;-1425.0;0;0;Cash loans;F;N;0;0;0;0;1;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;490536.0;180000.0;0;0;0;0;0;0;0;0;16;WEDNESDAY;2;2;0;1;Unknown;0;0;1;-2395;-2218.0;-1681.0;-18872;0.009334;House / apartment;Separated;Secondary / secondary special;Pensioner;183376;51
Accountants;0.5638350489514956;0.0;0.0;0.0;0.0;0.0;1.0;Unaccompanied;6.0;0.0;6.0;0.0;0.6681465112923016;1125000.0;48631.5;2.0;0.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;1223010.0;202500.0;0;0;0;0;0;0;0;0;4;SUNDAY;2;2;0;1;Government;0;1;1;-1327;-7100.0;-1307.0;-17792;0.006629;House / apartment;Married;Higher education;State servant;319834;48
Sales staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Family;2.0;0.0;2.0;0.0;0.6175621923975045;225000.0;30357.0;3.0;-368.0;1;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;254700.0;135000.0;0;1;1;0;0;0;0;0;14;MONDAY;2;2;0;1;Self-employed;0;1;1;-3742;-314.0;-3358.0;-11778;0.00963;House / apartment;Married;Higher education;Working;232042;32
Core staff;0.5352762504724826;0.0;0.0;0.0;0.0;0.0;1.0;Family;1.0;0.0;1.0;0.0;0.4109334678434191;328500.0;17136.0;2.0;-230.0;0;0;Cash loans;M;N;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;328500.0;121500.0;0;0;0;0;0;0;0;0;13;MONDAY;2;2;0;1;Trade;0;1;1;-1942;-4379.0;-911.0;-9725;0.030755;House / apartment;Married;Secondary / secondary special;Commercial associate;268433;26
Sales staff;0.3910549766342248;0.0;0.0;0.0;1.0;0.0;9.0;Unaccompanied;0.0;0.0;0.0;0.0;0.1848317663289328;144000.0;14980.5;2.0;-1302.0;0;0;Cash loans;F;N;0;0;0;1;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;189621.0;171000.0;0;0;0;0;0;0;0;0;7;THURSDAY;2;2;0;1;Industry;1;1;1;-4640;-4794.0;-190.0;-12515;0.025164;House / apartment;Married;Secondary / secondary special;Commercial associate;280064;34
Laborers;0.633031641417419;0.0;0.0;0.0;0.0;0.0;2.0;Unaccompanied;1.0;0.0;1.0;0.0;0.513840526493859;202500.0;10125.0;3.0;-676.0;1;0;Revolving loans;M;Y;0;0;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;202500.0;63000.0;0;0;0;0;0;0;0;0;12;THURSDAY;3;3;0;1;Business Entity;0;1;1;-69;-1913.0;-6333.0;-16521;0.018209;House / apartment;Married;Secondary / secondary special;Working;262728;45
Sales staff;0.5585066276769286;0.0;0.0;0.0;0.0;0.0;0.0;Other_A;0.0;0.0;0.0;0.0;0.3657412867172147;90000.0;11101.5;3.0;-1230.0;1;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;101880.0;135000.0;0;0;0;0;0;0;0;0;11;TUESDAY;3;3;0;1;Self-employed;0;1;1;-50;-4486.0;-1195.0;-9927;0.018029;House / apartment;Married;Secondary / secondary special;Working;123620;27
Sales staff;0.7407990879702335;0.0;0.0;0.0;0.0;0.0;3.0;Unaccompanied;0.0;0.0;0.0;0.0;0.3960765388447451;270000.0;13500.0;1.0;-975.0;0;0;Revolving loans;F;N;0;0;0;1;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;270000.0;180000.0;1;0;0;0;0;0;0;0;11;MONDAY;2;2;0;1;Trade;0;1;1;-4140;-8649.0;-1323.0;-21722;0.018801;House / apartment;Single / not married;Secondary / secondary special;Commercial associate;169352;59
Unknown;0.2851799046358216;0.0;0.0;0.0;0.0;0.0;3.0;Unaccompanied;6.0;0.0;6.0;0.0;0.6312947023104666;337500.0;17361.0;4.0;-293.0;2;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;337500.0;135000.0;0;0;0;0;0;0;0;0;16;SATURDAY;2;2;0;1;Housing;1;1;1;-4619;-635.0;-1007.0;-13744;0.030755;House / apartment;Married;Secondary / secondary special;Working;316840;37
Managers;0.2263473957097693;0.0;0.0;0.0;0.0;1.0;1.0;Unaccompanied;0.0;0.0;0.0;0.0;0.6161926265473949;135000.0;16020.0;1.0;-1617.0;0;0;Cash loans;M;Y;0;1;0;0;0;0;0;0;0;0;N;0;0;0;0;0;0;0;0;0;135000.0;126000.0;0;0;0;0;0;0;0;0;16;SATURDAY;3;3;0;1;Government;0;1;1;-2606;-4755.0;-2450.0;-9922;0.020713;House / apartment;Single / not married;Higher education;Working;421936;27
Laborers;0.5971924268337128;0.0;0.0;0.0;0.0;0.0;0.0;Unaccompanied;1.0;0.0;1.0;0.0;0.7021702988202532;463500.0;33075.0;2.0;0.0;0;0;Cash loans;F;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;491031.0;216000.0;0;0;0;0;0;0;0;0;13;SUNDAY;2;2;0;1;Other;0;1;1;-2480;-6549.0;-5206.0;-18955;0.031329;House / apartment;Married;Secondary / secondary special;Commercial associate;392797;51
Laborers;0.5172965813614878;0.0;0.0;0.0;0.0;1.0;3.0;Unaccompanied;6.0;0.0;6.0;0.0;0.5472150380562968;360000.0;31446.0;1.0;-325.0;0;0;Cash loans;M;N;0;1;0;0;0;0;0;0;0;0;Y;0;0;0;0;0;0;0;0;0;398016.0;270000.0;0;0;0;0;0;0;0;0;10;FRIDAY;2;3;0;1;Business Entity;0;1;1;-3409;-693.0;-3249.0;-10986;0.018029;House / apartment;Single / not married;Secondary / secondary special;Working;195931;30
